Nom,SNR,fe_Voice,audio_Voice,fe_Noise,audio_Noise,fe_Mix,audio_Mix
0781,0.0,8000,"[-1.3252409e+00 -1.2778941e+00 -2.4564070e-01 ...  4.6877994e-04
 -1.8751197e-03 -1.0781939e-02]",8000,"[ 1.6953843   0.9339338   0.31972507 ... -1.2326243  -1.5860047
 -1.9814541 ]",8000,8000
0782,2.0,8000,"[-0.00054887  0.          0.         ...  0.00768421  0.2475413
  0.34469163]",8000,"[-0.38323385 -0.4426081  -0.6207309  ... -0.55056125 -0.44800574
 -0.31306428]",8000,8000
0783,0.0,8000,"[-0.12212516 -0.31019792 -0.56666076 ...  0.03663755  0.03419505
  0.03175254]",8000,"[ 1.5118638   1.3146641   1.084598   ... -1.1010313  -0.895615
 -0.63268214]",8000,8000
0784,2.0,8000,"[ 0.12234942  0.05248233  0.02656918 ... -0.00852838 -0.01312058
  0.00065603]",8000,"[ 0.54166096  0.6531794   0.8921475  ... -1.242634   -1.1948403
 -1.019597  ]",8000,8000
0785,-2.0,8000,"[ 0.09978617  0.04944761  0.03162865 ... -0.5773343  -0.6067356
  0.08820385]",8000,[-0.8277862 -0.8898702 -0.6415344 ... -0.7863969 -1.0140381 -0.9933435],8000,8000
0786,-1.0,8000,"[ 0.00694105  0.00520579 -0.00057842 ... -0.00809789 -0.00347052
  0.01041157]",8000,"[ 0.9252962   1.0560445   1.4241517  ... -0.31178457 -0.25546223
 -0.2091974 ]",8000,8000
0787,-2.0,8000,"[-0.05407147 -0.03824568 -0.04879621 ...  0.21936314  0.17276497
  0.15562035]",8000,[-1.7506486 -1.9731067 -2.4760554 ...  0.7254069  1.7216322  0.6770464],8000,8000
0788,1.0,8000,[0.63460046 0.53830993 0.51217395 ... 0.00779495 0.00779495 0.01054611],8000,"[-0.5365772  -0.46658894 -0.41993004 ...  1.9130145   1.7497084
  1.6563907 ]",8000,8000
0789,-4.0,8000,"[-5.2212844  -2.894195   -1.3278728  ... -0.02712519 -0.0340642
 -0.03027928]",8000,"[ 0.90890753  0.26095155 -0.42238766 ...  0.9420793   1.0791894
  0.9398678 ]",8000,8000
0790,-3.0,8000,[0.06149856 0.62170386 0.9591707  ... 0.01033589 0.01085269 0.01033589],8000,"[ 0.83719975  1.039748    1.471851   ... -0.06751611 -0.81019324
 -1.0532513 ]",8000,8000
0791,2.0,8000,"[-1.0216204  -1.8728074  -2.3934124  ... -0.28356573 -0.1146017
  0.06023936]",8000,"[ 0.545965    0.54239666  0.44961828 ... -0.4032291   0.20696715
  0.14273596]",8000,8000
0792,-4.0,8000,"[ 0.34379113  0.35831022  0.35208777 ... -0.02800109 -0.03422355
 -0.03992748]",8000,"[-0.99378496 -1.2276167  -1.5199064  ...  0.38971964  0.5456074
  0.4871495 ]",8000,8000
0793,1.0,8000,"[-0.15210752 -0.11439148 -0.01657848 ... -0.21261896  0.80944407
  1.300996  ]",8000,"[ 0.09834443 -0.08195369  0.04917222 ... -0.2622518  -0.2950333
 -0.24586105]",8000,8000
0794,-4.0,8000,"[ 0.01909224 -0.00539563 -0.02075244 ... -2.5492296  -2.4371662
 -2.078979  ]",8000,[-1.3251991 -1.1325283 -0.963354  ...  1.6071564  1.5225693  1.5413665],8000,8000
0795,-4.0,8000,"[ 0.08268488  0.04889539 -0.0186836  ... -0.74416393  0.90754616
  2.0082889 ]",8000,"[-1.1586674  -1.2422825  -1.421458   ... -0.87198675 -0.991437
 -1.0272721 ]",8000,8000
0796,0.0,8000,"[1.8320826e+00 1.5920719e+00 1.9883974e+00 ... 0.0000000e+00 4.3078866e-03
 1.8462371e-03]",8000,"[-0.41950214 -0.3381062  -0.35062864 ... -0.582294   -0.18157554
  0.30680007]",8000,8000
0797,3.0,8000,"[-0.0661732  -0.28136638 -0.12453067 ...  0.23134568  0.22561415
  0.30950302]",8000,[0.5773531  0.5773531  0.6312394  ... 0.47727856 0.54656094 0.45418447],8000,8000
0798,-1.0,8000,[1.0509276  0.70576394 0.3859164  ... 1.2120863  0.93484396 0.68970984],8000,"[ 0.01816323 -0.11503378 -0.10292495 ... -1.3198612  -1.4470038
 -1.035304  ]",8000,8000
0799,4.0,8000,[0.93924975 1.5081667  1.8633739  ... 0.6138058  0.7513998  0.65918255],8000,"[-0.0217506   0.01305036 -0.6351174  ...  0.37411025  0.33495918
  0.50026375]",8000,8000
0800,3.0,8000,[0.01015381 0.01603233 0.01656674 ... 1.3419062  1.3248051  1.2777771 ],8000,"[-0.47226456 -0.36328042 -0.14531218 ... -0.9626932  -0.76288897
 -0.5449206 ]",8000,8000
0801,-2.0,8000,"[-0.02719839 -0.01699899 -0.02549849 ...  2.9442258   2.9068277
  2.6263444 ]",8000,"[ 0.05578189  0.06458956 -0.04110245 ...  0.5108447   0.2877171
  0.21431991]",8000,8000
0802,-3.0,8000,"[-0.00362555 -0.00569729  0.00051794 ...  0.00414348  0.00621522
  0.00517935]",8000,[1.303736   1.0554053  1.0140169  ... 0.91054577 1.303736   1.8831742 ],8000,8000
0803,0.0,8000,"[-0.18837291 -0.17508717 -0.13950033 ... -0.00094898 -0.00948982
 -0.01138778]",8000,"[-0.5991565  -0.3148852   0.         ...  0.4198469   0.66038424
  0.080908  ]",8000,8000
0804,1.0,8000,"[-1.8705076  -2.2000706  -2.4190583  ... -0.22887155 -1.1242813
 -1.301263  ]",8000,"[-0.492008   -0.50000817 -0.368006   ... -0.38400623  0.8320135
  1.4880241 ]",8000,8000
0805,-1.0,8000,"[ 0.7324316   0.9407231   1.1470081  ... -0.14688765 -0.0136453
  0.07424649]",8000,[0.3312547  0.4766836  0.3958898  ... 0.92104965 0.97760534 0.9533672 ],8000,8000
0806,-3.0,8000,"[ 5.9553224e-01 -2.3737632e-01 -9.7826225e-01 ...  5.2285532e-04
 -6.2742643e-03 -4.7056978e-03]",8000,"[-1.4531908  -0.90932333 -0.52372414 ...  0.6071747   0.17841153
 -0.09496097]",8000,8000
0807,2.0,8000,"[-1.1512431  -1.159732   -0.9770207  ...  0.00889303  0.00808457
  0.00404229]",8000,"[-0.8341648  -0.733663   -0.29145515 ...  0.34170607 -0.15075268
  0.35678133]",8000,8000
0808,-3.0,8000,"[-0.02619817 -0.02328726  0.01047927 ...  0.00174654 -0.00232873
  0.00058218]",8000,"[-0.676209   -0.82759905 -0.721626   ...  0.14129739  0.2119461
  0.35828984]",8000,8000
0809,3.0,8000,"[-0.01853146 -0.01760489 -0.01343531 ...  1.9425603   1.7035046
  1.5330151 ]",8000,[1.4823124 1.361581  1.1268257 ... 1.0128016 0.9591432 0.9591432],8000,8000
0810,-3.0,8000,"[-0.00675219 -0.00368301 -0.00368301 ... -0.8053516  -1.4357601
 -2.3792245 ]",8000,[1.3297    1.3496954 1.5829762 ... 0.8331453 1.1830664 1.0197699],8000,8000
0811,1.0,8000,"[-0.04324556  0.06699517  0.12938221 ...  1.0822024   0.9921666
  1.048882  ]",8000,"[-2.552636   -2.5610921  -2.3086073  ... -0.08456437 -0.2476528
 -0.5363797 ]",8000,8000
0812,1.0,8000,"[ 0.01823434  0.01562943  0.01693189 ... -0.10452185  0.08628751
  0.0638202 ]",8000,"[-1.4730029  -1.571203   -1.7535748  ...  0.68038696  0.74351573
  0.7785873 ]",8000,8000
0813,2.0,8000,[0.26256987 0.2503573  0.2366182  ... 1.6700665  2.530288   2.7649982 ],8000,"[ 0.37612823  0.5630386   0.71187454 ... -1.4179803  -1.1964569
 -1.1041555 ]",8000,8000
0814,-1.0,8000,"[-1.9924169  -1.3333064  -0.67835814 ... -0.00572235 -0.00884362
 -0.00988405]",8000,"[-0.8341648  -0.733663   -0.29145515 ...  0.34170607 -0.15075268
  0.35678133]",8000,8000
0815,0.0,8000,[0.01588534 0.01977563 0.01426439 ... 0.00421448 0.00648381 0.00810477],8000,"[ 1.6953843   0.9339338   0.31972507 ... -1.2326243  -1.5860047
 -1.9814541 ]",8000,8000
0816,-1.0,8000,"[ 0.04927195  0.00642678 -0.01446025 ...  2.8015387   2.4475305
  1.8991125 ]",8000,"[ 0.03130151 -1.0738828  -0.7632754  ... -0.4117353  -0.42377436
 -0.50323206]",8000,8000
0817,-1.0,8000,"[-2.8480787  -3.0008314  -2.5829105  ...  0.4668548   0.54686815
  0.82261664]",8000,"[-1.1006794  -1.1451513  -1.1340333  ... -0.56701666 -0.3668931
 -0.13341568]",8000,8000
0818,-2.0,8000,"[ 0.21582563  0.2438708   0.20058371 ...  0.27069658 -0.16522244
 -0.18960951]",8000,"[-0.76198685 -0.827114   -1.139724   ...  0.6056819   0.74896145
  0.84665203]",8000,8000
0819,-1.0,8000,"[-0.7431949  -0.88363785 -1.0740255  ...  0.00341503  0.00128063
  0.00341503]",8000,"[ 0.821707    0.6814155   0.60124904 ... -0.08016653 -0.44091594
 -0.7615821 ]",8000,8000
0820,0.0,8000,"[ 0.05226338 -0.04751217  0.0570146  ...  0.6720332   1.0273186
  1.3709899 ]",8000,"[-0.21326664  0.42653328  0.38591105 ...  1.5030221   1.1374221
  0.4112999 ]",8000,8000
0821,0.0,8000,"[ 0.00694149  0.00925532  0.00185106 ... -0.00832979 -0.01018086
 -0.01110639]",8000,"[-0.07050414  0.06345373  0.11985703 ...  1.6779984   1.5510911
  1.5228893 ]",8000,8000
0822,-1.0,8000,"[-1.3623475  -1.3843962  -1.3643519  ...  0.12293866  0.10489875
  0.12360682]",8000,"[-3.7229795  -3.6815777  -3.2516358  ...  0.6178427   0.5764408
  0.73249394]",8000,8000
0823,1.0,8000,"[ 0.79293764  1.2062519   1.1557157  ... -2.1489933  -0.6329062
  0.60884136]",8000,"[ 1.3524516   1.2042377   1.2227645  ... -0.03705347 -0.07410694
 -0.35200793]",8000,8000
0824,1.0,8000,"[ 0.571972    0.6458336   0.6989556  ...  0.15172541 -0.03056339
  0.0094601 ]",8000,"[-0.17801169  0.01369321  0.06846603 ...  0.54772824  0.64358073
  0.8352856 ]",8000,8000
0825,4.0,8000,[1.008744   0.98714215 0.49488023 ... 1.0107079  0.8522938  0.6578765 ],8000,[0.8188297  0.7045744  0.4760638  ... 1.1806382  1.0473404  0.91404253],8000,8000
0826,2.0,8000,"[-1.4501252e-03  1.1117627e-02  4.8337504e-03 ...  1.4114552e+00
  1.4675267e+00  1.3065629e+00]",8000,[-0.6718882 -0.8892637 -0.9090252 ... -1.4623448 -1.047355  -1.0671165],8000,8000
0827,-2.0,8000,[0.8020067 1.0363593 1.4435174 ... 3.721709  3.5413284 3.3102899],8000,"[-0.7793232  -1.0422275  -1.568036   ... -0.92016476 -0.78871274
 -0.7042078 ]",8000,8000
0828,1.0,8000,"[-1.0246269e-01  4.5137751e-04  5.1005658e-02 ...  7.7230692e-01
  6.6307354e-01  6.2560922e-01]",8000,"[ 0.18913127 -0.09059229 -0.38779858 ...  0.33376104  1.4462979
  1.0886967 ]",8000,8000
0829,-4.0,8000,"[ 0.02556909  0.16464943 -0.23941964 ... -0.12048464 -0.4168536
 -0.16038793]",8000,"[ 1.1513655   1.8372854   2.4864595  ...  1.4085854   0.6491742
 -0.14698283]",8000,8000
0830,-1.0,8000,"[ 0.6934211   1.7958542   2.7848015  ... -0.1625857  -0.38029307
 -0.59290516]",8000,[0.3406328  0.38478893 0.3217088  ... 0.4604851  0.54879737 0.44786906],8000,8000
0831,2.0,8000,"[-4.0912549e-03  9.0916769e-04  2.7275030e-03 ... -1.5219467e+00
 -1.6419568e+00 -1.4710333e+00]",8000,"[-0.11277283 -0.12217056 -0.25373888 ...  0.3947049   0.6954324
  0.9867623 ]",8000,8000
0832,-2.0,8000,"[ 0.44109073  0.5615648   0.6470626  ... -0.09521342 -0.07966837
 -0.07966837]",8000,[0.4228454  0.5249116  0.6051064  ... 0.85298127 0.48845935 0.11664701],8000,8000
0833,-1.0,8000,"[ 0.03014079 -0.13282384 -0.05210781 ... -0.551219   -0.2513436
  0.04240146]",8000,[0.27991575 0.37643847 0.7335723  ... 1.7277559  1.8628876  1.8725399 ],8000,8000
0834,0.0,8000,"[-0.0278331  -0.02048825 -0.01005084 ...  2.0121014   1.5992435
  1.5505357 ]",8000,[-1.8674021 -1.6723003 -1.2960328 ... -1.6723003 -1.4911345 -1.5886855],8000,8000
0835,2.0,8000,"[ 0.0291671  -0.33971098 -0.20760114 ...  0.63309777  0.4683894
  0.18186548]",8000,[0.37852362 0.7469532  0.05046981 ... 0.01514094 0.550121   0.80247015],8000,8000
0836,3.0,8000,"[ 0.00935618  0.00801958 -0.00178213 ... -0.00935618 -0.01470256
 -0.01113831]",8000,"[-0.1883486  -0.10987002 -0.7063073  ... -1.7971597  -2.0404432
 -2.3072705 ]",8000,8000
0837,-2.0,8000,[1.095644  1.1208313 0.9697079 ... 1.5748008 1.5148313 1.330125 ],8000,"[ 0.673621    1.1464512   1.8524579  ... -0.85821915 -0.23965365
  0.43720597]",8000,8000
0838,2.0,8000,"[ 1.4880790e-03  2.4801316e-03 -2.4801316e-03 ...  2.2732887e+00
  2.3595972e+00  2.3576131e+00]",8000,[-2.766252  -2.5940785 -2.6285133 ...  2.4219053  2.3415577  1.9627763],8000,8000
0839,0.0,8000,"[-0.77995753 -1.0638725  -1.3814174  ...  0.00776077  0.00452712
 -0.00452712]",8000,"[-0.39976227 -0.39653838 -0.3288367  ...  0.36429948  0.36429948
  0.42232946]",8000,8000
0840,0.0,8000,"[-0.03021416 -0.03540722 -0.03304674 ... -0.06798185 -0.06562138
 -0.07789588]",8000,"[-1.7506303  -1.3769003  -2.3800704  ...  0.41798759  0.33930758
  0.14260751]",8000,8000
0841,0.0,8000,"[-0.04390273 -0.00811246 -0.2099696  ...  0.03483586 -0.09019149
 -0.15699999]",8000,[-0.8458133 -1.1260526 -1.4419588 ... -1.9158181 -2.0228186 -1.9209132],8000,8000
0842,2.0,8000,"[-0.00906987 -0.01432085 -0.01241141 ...  1.0010276   0.06730802
 -0.5737888 ]",8000,[-1.0640085 -1.1220454 -0.9092437 ... -1.8958697 -1.489612  -1.3058287],8000,8000
0843,2.0,8000,"[-0.0180406  -0.01320044 -0.0149605  ...  0.1553252   0.4391347
  1.0107138 ]",8000,"[-0.56176233 -0.6919268  -0.48640397 ... -1.2879429  -0.8015389
 -0.18497051]",8000,8000
0844,2.0,8000,[0.5045388  0.5133179  0.59594446 ... 4.2671485  4.331184   3.8039231 ],8000,"[ 0.83719975  1.039748    1.471851   ... -0.06751611 -0.81019324
 -1.0532513 ]",8000,8000
0845,2.0,8000,[1.3031956  1.1271007  1.0075243  ... 0.5488368  0.58994126 0.59741473],8000,"[-0.8140568  -0.6854105  -0.6748657  ... -0.01476269  0.01476269
  0.0569418 ]",8000,8000
0846,1.0,8000,[0.00180091 0.00450229 0.00855434 ... 0.7842983  0.3048048  0.5227155 ],8000,"[-0.6089049  -0.54706293 -0.77064526 ...  0.06659897 -0.08087018
 -0.14271209]",8000,8000
0847,0.0,8000,"[ 0.08292488  0.20093335  0.436153   ... -0.01953519 -0.02870476
 -0.03229286]",8000,"[-0.2996113  -0.35441822 -0.16807462 ...  2.1338172   2.148432
  2.0607412 ]",8000,8000
0848,4.0,8000,"[-0.71998537 -0.7663647  -0.66698027 ...  0.52563345  0.53667617
  0.40637207]",8000,"[-0.51650155 -0.65093344 -0.76413924 ... -0.34315512 -0.5412653
 -0.47404933]",8000,8000
0849,0.0,8000,"[ 0.04101665 -0.15214315 -0.21032956 ...  0.07392535  0.03433952
 -0.02241608]",8000,"[ 0.2953753   0.1915948   0.25545973 ... -1.1575518  -1.2613324
 -1.029822  ]",8000,8000
0850,-4.0,8000,"[ 0.0121128   0.01336585  0.00417683 ... -0.7710426  -1.3679113
 -1.9555913 ]",8000,[-3.1454241 -2.751034  -2.5376754 ...  0.7047302  0.6368433  0.7693844],8000,8000
0851,0.0,8000,[2.3172696  2.0160646  1.620884   ... 0.00562249 0.0060241  0.00240964],8000,"[-1.8536136  -2.1840734  -2.5639122  ... -0.48239535 -0.6533228
 -0.90401644]",8000,8000
0852,0.0,8000,"[ 2.5454085   2.3624685   1.8215237  ...  0.18778595  0.4973299
 -0.12720983]",8000,[0.8679986  0.90416515 0.80289876 ... 0.40868267 0.40506604 0.6039823 ],8000,8000
0853,3.0,8000,"[ 0.04770359 -0.64121056 -0.9999168  ... -4.3466024  -5.6184916
 -5.602384  ]",8000,"[-0.5684119  -0.7037481  -0.86615145 ... -0.22556028 -0.13533618
 -0.23458268]",8000,8000
0854,-4.0,8000,"[ 1.0714356   1.0552016   1.2869401  ...  0.25243673 -0.13108851
  0.12784174]",8000,"[ 0.37612823  0.5630386   0.71187454 ... -1.4179803  -1.1964569
 -1.1041555 ]",8000,8000
0855,-2.0,8000,[0.02615064 0.03250152 0.00859236 ... 0.9178876  1.0807688  1.1700547 ],8000,"[ 1.6953843   0.9339338   0.31972507 ... -1.2326243  -1.5860047
 -1.9814541 ]",8000,8000
0856,0.0,8000,"[-0.01754045 -0.01639651  0.00076263 ...  0.10486141  0.04118193
 -0.02821725]",8000,"[ 0.49062192  0.19184574  0.37425646 ... -1.003259   -0.7516579
 -0.8522984 ]",8000,8000
0857,4.0,8000,"[-0.00137841 -0.00091894  0.00459469 ... -0.01010831 -0.00505416
 -0.01010831]",8000,[0.76033866 0.6823552  0.6433635  ... 0.6628594  0.6823552  0.701851  ],8000,8000
0858,3.0,8000,"[-0.02701989 -0.0600442  -0.07430469 ...  0.00525387 -0.0015011
  0.00900663]",8000,[1.7888359  2.3746533  3.0790293  ... 0.1499414  0.42541513 0.54048645],8000,8000
0859,2.0,8000,"[-0.01748173 -0.01389574 -0.00941324 ... -0.09144291 -0.07396117
 -0.06185844]",8000,"[ 0.56719625  0.59420556  0.67523366 ... -0.02700935  0.27009344
  0.08102804]",8000,8000
0860,0.0,8000,[0.2859883  0.7693773  1.4712014  ... 0.29529202 0.21641265 0.6083824 ],8000,"[-1.2726568  -1.2292708  -1.1280367  ...  0.13979943  0.40011558
  0.40011558]",8000,8000
0861,2.0,8000,"[ 0.01735954  0.01420326  0.15044934 ... -0.0157814  -0.01420326
 -0.01735954]",8000,"[-1.8536136  -2.1840734  -2.5639122  ... -0.48239535 -0.6533228
 -0.90401644]",8000,8000
0862,-4.0,8000,"[ 0.0015642  -0.00625682 -0.01616345 ... -0.01303503 -0.01251363
 -0.00834242]",8000,"[ 0.2690004   0.32174557  0.2373533  ... -2.9959261  -2.8078012
 -2.6495662 ]",8000,8000
0863,0.0,8000,"[-0.01150356 -0.11972225 -0.04132761 ...  0.00085212 -0.00553875
 -0.00042606]",8000,"[ 1.3877237   1.4753693   1.4948462  ... -0.18989904 -0.22398348
 -0.22398348]",8000,8000
0864,2.0,8000,"[-0.71998537 -0.7663647  -0.66698027 ...  0.52563345  0.53667617
  0.40637207]",8000,"[-1.5258106  -0.8932927  -0.29961374 ...  0.88774437  0.4882594
 -0.54374343]",8000,8000
0865,2.0,8000,"[ 1.0649973   0.41831225  0.22614482 ... -4.866013   -2.3884459
 -2.8502045 ]",8000,"[-1.7014416  -0.59180576  1.7162367  ...  0.76934755  0.8729135
  0.81373304]",8000,8000
0866,1.0,8000,[0.18602689 0.31857106 0.11239124 ... 0.00465067 0.00465067 0.01705246],8000,"[-0.61893463 -0.60518056 -0.4896461  ...  0.18155417 -0.03025903
 -0.0935279 ]",8000,8000
0867,1.0,8000,"[-0.02035583 -0.02423313 -0.02132515 ...  0.4764233   1.1171472
  1.618773  ]",8000,"[-0.5961974  -0.725105   -0.6123109  ... -0.290042    0.16113445
  0.09668067]",8000,8000
0868,0.0,8000,"[ 0.03599194  0.03850301  0.04645472 ... -0.02343661 -0.02594768
 -0.03389939]",8000,"[-0.3288207  -0.19882184 -0.29058576 ... -0.29823276 -0.41293767
 -0.16058686]",8000,8000
0869,-4.0,8000,"[-0.01605474 -0.01269445 -0.01120098 ... -0.03995018 -0.2833849
 -0.74150515]",8000,"[ 0.68767697  0.55478233  0.3522762  ... -2.9489949  -3.4299467
 -3.7358155 ]",8000,8000
0870,0.0,8000,"[-0.01074832 -0.01373396 -0.01074832 ...  2.2147503   1.9926183
  2.259535  ]",8000,[0.32095173 0.23689292 0.11462561 ... 0.886438   0.8023793  0.7641707 ],8000,8000
0871,-2.0,8000,"[-0.06408381 -0.00612036 -0.06912412 ... -0.07812466 -0.07200429
 -0.21241266]",8000,[-2.445182  -2.6279993 -2.5594432 ... -1.1197563 -1.3254257 -1.2568693],8000,8000
0872,0.0,8000,"[-3.031648   -2.3362615  -1.5001642  ...  0.1761161   0.1339027
 -0.02314928]",8000,"[-1.0492398  -0.56080055 -0.4522585  ... -0.7597943  -0.7236136
 -0.92260736]",8000,8000
0873,-4.0,8000,"[-0.03150602 -0.01330254 -0.00665127 ...  1.0600026   1.2206832
  1.711127  ]",8000,[0.69095135 0.6419863  0.72359467 ... 0.310112   0.5821401  0.60390234],8000,8000
0874,0.0,8000,"[-0.00743755 -0.00430595  0.00039145 ...  0.04384242  0.01056915
  0.05558591]",8000,"[ 0.03828802  0.11486405  0.0701947  ...  0.44031218  0.10210138
 -0.5424136 ]",8000,8000
0875,0.0,8000,[0.6726615  1.3970661  2.2767003  ... 0.06439153 0.0804894  0.07531509],8000,[-3.5777369 -2.575205  -1.8864431 ...  0.9336555  1.9553194  2.1887333],8000,8000
0876,0.0,8000,[0.297917   0.16881965 0.09682303 ... 0.01179255 0.00806859 0.00434462],8000,"[-0.7155945  -0.74365693 -0.8418758  ... -1.0383134  -0.8980009
 -0.85590696]",8000,8000
0877,0.0,8000,[1.3259503  1.1750492  0.9682405  ... 0.4739777  0.88957417 1.3769102 ],8000,[1.0809436  0.91854835 0.64958113 ... 0.44658703 0.5227098  0.56838346],8000,8000
0878,3.0,8000,"[-0.01214396 -0.06701669 -0.03283368 ...  0.5365833   0.5545744
  0.5973031 ]",8000,[0.6066108 0.5959685 0.7556029 ... 1.3941405 1.6495556 1.7559785],8000,8000
0879,-4.0,8000,[3.1642308  3.4157732  3.9657311  ... 0.00603329 0.0051051  0.01113839],8000,[0.4145465  0.3501509  0.31392843 ... 0.7083513  0.9216616  1.1993674 ],8000,8000
0880,-4.0,8000,"[-2.2457504e+00 -1.4926513e+00 -6.1360902e-01 ... -1.5010720e-02
 -5.1256116e-03 -1.8305758e-03]",8000,"[-1.0518168  -1.0915082  -0.91289777 ... -0.5556769  -0.5358313
 -0.29768404]",8000,8000
0881,2.0,8000,"[ 0.00912326  0.00521329  0.02041873 ...  0.0973148   0.02259094
 -0.00564773]",8000,"[-0.27087876 -0.011132    0.10018805 ... -0.35622415 -0.34323677
 -0.4118842 ]",8000,8000
0882,-4.0,8000,"[ 2.961302    1.4639025   0.00497926 ... -4.958438   -4.340104
 -4.059908  ]",8000,"[-0.70981246 -0.8634833  -1.1781424  ... -0.13903543 -0.402471
 -0.15367074]",8000,8000
0883,-2.0,8000,"[ 0.00474622  0.0120481   0.01058773 ... -1.6100646  -1.3767695
 -0.90543324]",8000,"[-0.18376294 -0.22339807 -0.38554186 ...  0.15133417  0.6593846
  0.50805044]",8000,8000
0884,-1.0,8000,"[-0.0120215   0.00901612  0.1532741  ... -0.01452598 -0.04007166
 -0.02604658]",8000,"[-0.6633955  -0.576283   -0.45566556 ...  0.3216463   0.31494534
  0.34845015]",8000,8000
0885,3.0,8000,"[ 1.1776612   1.6179037   1.5718151  ... -0.00576108  0.00192036
  0.00240045]",8000,[-1.0682721 -0.6774408 -0.4429421 ... -1.0161613 -1.0943276 -1.5112143],8000,8000
0886,-1.0,8000,"[ 2.880649    2.6245825   2.2621195  ...  0.15403691  0.05200731
 -0.05121331]",8000,[0.67883337 0.76195586 0.5680034  ... 0.9420545  0.90049326 0.88663954],8000,8000
0887,0.0,8000,[0.01209379 0.01000865 0.00291919 ... 0.16597682 0.14053816 0.14470842],8000,"[ 1.3426317   0.856999    0.57133263 ...  0.9426989   0.31423295
 -0.02856663]",8000,8000
0888,1.0,8000,"[-0.08452561  0.21410292 -0.00300345 ... -1.37515    -0.19822755
  0.59039205]",8000,"[ 0.17965318  0.13819475  0.02763895 ...  0.17965318  0.08291686
 -0.13819475]",8000,8000
0889,3.0,8000,"[ 0.00034474  0.00206843  0.01620273 ... -0.00792899 -0.02516594
 -0.03171598]",8000,"[-0.33282843 -0.31362683 -0.2944252  ... -0.19841695  0.409635
 -0.39043334]",8000,8000
0890,0.0,8000,[0.46995014 0.1410749  0.02830484 ... 1.2508042  1.4111983  1.318646  ],8000,"[-0.8095386  -1.3378414  -1.8608872  ...  0.68074834  0.26020882
  0.23392509]",8000,8000
0891,-4.0,8000,"[-0.01631807 -0.0242679  -0.01673648 ...  0.0694564   0.08577447
  0.05941451]",8000,[0.85816467 0.83106464 0.9168812  ... 0.4426323  0.39746577 0.6774984 ],8000,8000
0892,4.0,8000,"[ 0.0527781  -0.02966612 -0.14971045 ... -0.00172477 -0.00241468
 -0.00551928]",8000,"[-0.41465142 -0.8707679  -0.8500354  ... -0.3939188  -0.2695234
 -0.16586056]",8000,8000
0893,0.0,8000,"[ 0.01409991  0.01201104  0.01044438 ...  0.00939994 -0.00522219
 -0.00104444]",8000,[0.5241454  0.3381583  0.2198029  ... 0.15217124 0.2198029  0.08453958],8000,8000
0894,-1.0,8000,"[-0.2825988  -0.33420378  0.06880666 ... -0.63154685  0.43741375
  0.9215178 ]",8000,"[ 0.09019867 -0.11274833  0.         ...  0.47354302  0.76668864
  0.87943697]",8000,8000
0895,-3.0,8000,"[ 0.1397459   0.01582883  0.22341257 ... -2.397841   -1.9496591
 -0.96781963]",8000,"[-0.06117304  0.1508935   0.43228948 ...  0.946143    0.8441879
  0.9910032 ]",8000,8000
0896,3.0,8000,"[ 1.3984102   1.5807014   1.6494826  ... -0.01308108 -0.01308108
 -0.01772276]",8000,[1.3772614 1.4433172 1.4268032 ... 1.7868068 1.4994645 1.2550585],8000,8000
0897,4.0,8000,"[ 0.45273733 -0.6042046  -1.9058244  ... -0.06283395 -0.03287339
  0.0969557 ]",8000,[0.23731644 0.38761684 0.24127169 ... 0.4746329  0.39552742 0.        ],8000,8000
0898,4.0,8000,"[ 0.01361374 -0.0099485   0.00890129 ...  1.1545497   1.7336571
  0.74247235]",8000,[ 0.941895   0.6279299  0.5756025 ... -1.0465499 -1.3430724 -1.5523823],8000,8000
0899,-2.0,8000,"[-0.5582928  -0.4674861  -0.37836105 ... -0.84584713 -0.79708064
 -0.6524626 ]",8000,"[-1.242969   -0.681079   -0.90242964 ... -1.8729671  -1.958102
 -1.9070209 ]",8000,8000
0900,1.0,8000,"[ 0.84717005  1.1605402   1.169299   ... -0.0043794  -0.00827219
 -0.004866  ]",8000,"[-0.28855625 -0.33664897 -0.43283436 ...  1.226364    1.0981168
  0.5370352 ]",8000,8000
0901,-4.0,8000,[0.11848211 0.06826825 0.20085536 ... 0.08745108 0.06883246 0.05472745],8000,"[ 0.6540884   0.7276734   1.2100635  ... -0.31069198 -0.08176105
 -0.11446548]",8000,8000
0902,1.0,8000,[0.6726615  1.3970661  2.2767003  ... 0.06439153 0.0804894  0.07531509],8000,"[-0.22889449 -0.3147299  -0.53217965 ... -0.00572236 -0.537902
 -0.6752387 ]",8000,8000
0903,3.0,8000,"[-0.04246851 -0.00406613 -0.04834181 ...  0.5344707   0.49155036
  0.40796873]",8000,"[-0.01804457 -0.252624   -0.505248   ... -1.2450755  -1.389432
 -1.4616103 ]",8000,8000
0904,3.0,8000,[-2.2603521 -2.0221226 -0.8927182 ...  1.5369159  1.7530206  1.8229975],8000,"[-3.7229795  -3.6815777  -3.2516358  ...  0.6178427   0.5764408
  0.73249394]",8000,8000
0905,1.0,8000,[0.00594081 0.01485203 0.02128791 ... 1.8470972  2.5273201  2.7505953 ],8000,"[-0.12189902 -0.18865325 -0.26701692 ... -0.28443107 -0.31055227
 -0.6501282 ]",8000,8000
